state,fips,region,year,quarter,time,ym,low_wage_emp,ln_emp,min_wage,ln_min_wage,unemp_rate,above_fed,ever_treated,treated,g,first_treat_year,first_treat_quarter,first_treat_time,post,did,event_time
AR,5,South,2021,3,15,2021Q3,98.5,4.590056548178043,11.0,2.3978952727983707,2.8797045659632445,1,True,1,13.0,2021.0,1.0,13.0,1,1,2.0
AR,5,South,2021,4,16,2021Q4,102.0,4.624972813284271,11.0,2.3978952727983707,2.8799127633989157,1,True,1,13.0,2021.0,1.0,13.0,1,1,3.0
AR,5,South,2022,1,17,2022Q1,106.3,4.666265285347902,11.0,2.3978952727983707,2.2576024447581977,1,True,1,13.0,2021.0,1.0,13.0,1,1,4.0
AR,5,South,2022,2,18,2022Q2,108.3,4.684905154006945,11.0,2.3978952727983707,2.089516323291303,1,True,1,13.0,2021.0,1.0,13.0,1,1,5.0
AR,5,South,2022,3,19,2022Q3,107.3,4.675628649636653,11.0,2.3978952727983707,2.3121382781923385,1,True,1,13.0,2021.0,1.0,13.0,1,1,6.0
AR,5,South,2022,4,20,2022Q4,109.1,4.692264892839025,11.0,2.3978952727983707,2.226439107726966,1,True,1,13.0,2021.0,1.0,13.0,1,1,7.0
AR,5,South,2023,1,21,2023Q1,106.7,4.670021158307708,11.0,2.3978952727983707,2.140739029260712,1,True,1,13.0,2021.0,1.0,13.0,1,1,8.0
AR,5,South,2023,2,22,2023Q2,108.7,4.688591794127164,11.0,2.3978952727983707,1.469562900273565,1,True,1,13.0,2021.0,1.0,13.0,1,1,9.0
AR,5,South,2023,3,23,2023Q3,104.6,4.650143551630823,11.0,2.3978952727983707,1.993340337692107,1,True,1,13.0,2021.0,1.0,13.0,1,1,10.0
AR,5,South,2023,4,24,2023Q4,107.1,4.673762977453703,11.0,2.3978952727983707,2.697445001830074,1,True,1,13.0,2021.0,1.0,13.0,1,1,11.0
AR,5,South,2024,1,25,2024Q1,110.3,4.703203926259457,11.0,2.3978952727983707,2.2706921388787937,1,True,1,13.0,2021.0,1.0,13.0,1,1,12.0
AR,5,South,2024,2,26,2024Q2,111.3,4.712229258281499,11.0,2.3978952727983707,2.074205993635218,1,True,1,13.0,2021.0,1.0,13.0,1,1,13.0
AR,5,South,2024,3,27,2024Q3,109.8,4.69866052907543,11.0,2.3978952727983707,2.4544978299015883,1,True,1,13.0,2021.0,1.0,13.0,1,1,14.0
AR,5,South,2024,4,28,2024Q4,109.6,4.696837374513915,11.0,2.3978952727983707,2.378481526411328,1,True,1,13.0,2021.0,1.0,13.0,1,1,15.0
AZ,4,West,2018,1,1,2018Q1,260.3,5.561834812000519,10.5,2.3513752571634776,2.9479704261765125,1,True,1,1.0,2018.0,1.0,1.0,1,1,0.0
AZ,4,West,2018,2,2,2018Q2,254.0,5.537334267018537,10.5,2.3513752571634776,2.2378446056251766,1,True,1,1.0,2018.0,1.0,1.0,1,1,1.0
AZ,4,West,2018,3,3,2018Q3,252.6,5.531807209916391,10.5,2.3513752571634776,2.831499135344428,1,True,1,1.0,2018.0,1.0,1.0,1,1,2.0
AZ,4,West,2018,4,4,2018Q4,254.9,5.54087131138207,10.5,2.3513752571634776,1.8901055232259143,1,True,1,1.0,2018.0,1.0,1.0,1,1,3.0
AZ,4,West,2019,1,5,2019Q1,265.6,5.5819914176022785,11.0,2.3978952727983707,2.686717970203679,1,True,1,1.0,2018.0,1.0,1.0,1,1,4.0
AZ,4,West,2019,2,6,2019Q2,271.2,5.60285655606624,11.0,2.3978952727983707,2.867797529806592,1,True,1,1.0,2018.0,1.0,1.0,1,1,5.0
AZ,4,West,2019,3,7,2019Q3,268.0,5.5909869805108565,11.0,2.3978952727983707,1.913499944524392,1,True,1,1.0,2018.0,1.0,1.0,1,1,6.0
AZ,4,West,2019,4,8,2019Q4,266.0,5.583496308781699,11.0,2.3978952727983707,1.9407715231827671,1,True,1,1.0,2018.0,1.0,1.0,1,1,7.0
AZ,4,West,2020,1,9,2020Q1,249.1,5.517854422268135,12.0,2.4849066497880004,2.44055625158989,1,True,1,1.0,2018.0,1.0,1.0,1,1,8.0
AZ,4,West,2020,2,10,2020Q2,158.9,5.0682750735426705,12.0,2.4849066497880004,11.459618145828738,1,True,1,1.0,2018.0,1.0,1.0,1,1,9.0
AZ,4,West,2020,3,11,2020Q3,218.6,5.387243575742438,12.0,2.4849066497880004,6.945461812743759,1,True,1,1.0,2018.0,1.0,1.0,1,1,10.0
AZ,4,West,2020,4,12,2020Q4,214.9,5.370172803648464,12.0,2.4849066497880004,5.331229734505407,1,True,1,1.0,2018.0,1.0,1.0,1,1,11.0
AZ,4,West,2021,1,13,2021Q1,202.7,5.311727053457954,12.15,2.4973291697865574,4.491969727945767,1,True,1,1.0,2018.0,1.0,1.0,1,1,12.0
AZ,4,West,2021,2,14,2021Q2,220.8,5.39725731440294,12.15,2.4973291697865574,4.652738571254154,1,True,1,1.0,2018.0,1.0,1.0,1,1,13.0
AZ,4,West,2021,3,15,2021Q3,239.5,5.4785534168509695,12.15,2.4973291697865574,3.4348335717934573,1,True,1,1.0,2018.0,1.0,1.0,1,1,14.0
AZ,4,West,2021,4,16,2021Q4,242.1,5.489350863944013,12.15,2.4973291697865574,3.275641163568861,1,True,1,1.0,2018.0,1.0,1.0,1,1,15.0
AZ,4,West,2022,1,17,2022Q1,241.9,5.488524417615982,12.8,2.5494451709255714,2.175684854362727,1,True,1,1.0,2018.0,1.0,1.0,1,1,16.0
AZ,4,West,2022,2,18,2022Q2,250.2,5.522260598032811,12.8,2.5494451709255714,2.1140423872018954,1,True,1,1.0,2018.0,1.0,1.0,1,1,17.0
AZ,4,West,2022,3,19,2022Q3,256.0,5.545177444479562,12.8,2.5494451709255714,2.454716007274499,1,True,1,1.0,2018.0,1.0,1.0,1,1,18.0
AZ,4,West,2022,4,20,2022Q4,249.8,5.520660597691477,12.8,2.5494451709255714,1.9414015471334125,1,True,1,1.0,2018.0,1.0,1.0,1,1,19.0
AZ,4,West,2023,1,21,2023Q1,248.0,5.5134287461649825,13.85,2.6282852326333477,2.1788988224448373,1,True,1,1.0,2018.0,1.0,1.0,1,1,20.0
AZ,4,West,2023,2,22,2023Q2,255.3,5.542439324247439,13.85,2.6282852326333477,2.502803668348327,1,True,1,1.0,2018.0,1.0,1.0,1,1,21.0
AZ,4,West,2023,3,23,2023Q3,250.9,5.525054453372377,13.85,2.6282852326333477,1.8284158716952303,1,True,1,1.0,2018.0,1.0,1.0,1,1,22.0
AZ,4,West,2023,4,24,2023Q4,258.9,5.556441886757492,13.85,2.6282852326333477,2.36605099962329,1,True,1,1.0,2018.0,1.0,1.0,1,1,23.0
AZ,4,West,2024,1,25,2024Q1,253.6,5.535758222563071,14.35,2.66374994220563,2.3886256803381256,1,True,1,1.0,2018.0,1.0,1.0,1,1,24.0
AZ,4,West,2024,2,26,2024Q2,251.1,5.5258512661635395,14.35,2.66374994220563,2.845207703596792,1,True,1,1.0,2018.0,1.0,1.0,1,1,25.0
AZ,4,West,2024,3,27,2024Q3,256.0,5.545177444479562,14.35,2.66374994220563,2.439575628800174,1,True,1,1.0,2018.0,1.0,1.0,1,1,26.0
AZ,4,West,2024,4,28,2024Q4,252.2,5.5302224235308195,14.35,2.66374994220563,2.3145238581383154,1,True,1,1.0,2018.0,1.0,1.0,1,1,27.0
CA,6,West,2018,1,1,2018Q1,1451.8,7.2805594448507405,11.0,2.3978952727983707,4.998217356074731,1,True,1,-3.0,2017.0,1.0,-3.0,1,1,4.0
CA,6,West,2018,2,2,2018Q2,1457.4,7.284409305236182,11.0,2.3978952727983707,4.291517858022292,1,True,1,-3.0,2017.0,1.0,-3.0,1,1,5.0
CA,6,West,2018,3,3,2018Q3,1494.4,7.309480067474579,11.0,2.3978952727983707,4.252513209211539,1,True,1,-3.0,2017.0,1.0,-3.0,1,1,6.0
CA,6,West,2018,4,4,2018Q4,1507.8,7.3184069137776016,11.0,2.3978952727983707,4.038738620674559,1,True,1,-3.0,2017.0,1.0,-3.0,1,1,7.0
CA,6,West,2019,1,5,2019Q1,1511.3,7.320725486576075,12.0,2.4849066497880004,4.808860244589956,1,True,1,-3.0,2017.0,1.0,-3.0,1,1,8.0
CA,6,West,2019,2,6,2019Q2,1521.9,7.327714833240754,12.0,2.4849066497880004,4.658383893331889,1,True,1,-3.0,2017.0,1.0,-3.0,1,1,9.0
CA,6,West,2019,3,7,2019Q3,1573.8,7.361248356100883,12.0,2.4849066497880004,4.405212909827654,1,True,1,-3.0,2017.0,1.0,-3.0,1,1,10.0
CA,6,West,2019,4,8,2019Q4,1517.9,7.3250830796328135,12.0,2.4849066497880004,4.460027712099321,1,True,1,-3.0,2017.0,1.0,-3.0,1,1,11.0
CA,6,West,2020,1,9,2020Q1,1435.5,7.269268499561119,13.0,2.5649493574615367,4.217574709616906,1,True,1,-3.0,2017.0,1.0,-3.0,1,1,12.0
CA,6,West,2020,2,10,2020Q2,910.2,6.813664355582541,13.0,2.5649493574615367,13.721625592339212,1,True,1,-3.0,2017.0,1.0,-3.0,1,1,13.0
CA,6,West,2020,3,11,2020Q3,1294.1,7.165570751827624,13.0,2.5649493574615367,9.06690571959583,1,True,1,-3.0,2017.0,1.0,-3.0,1,1,14.0
CA,6,West,2020,4,12,2020Q4,1205.3,7.094483777594298,13.0,2.5649493574615367,7.146332811762741,1,True,1,-3.0,2017.0,1.0,-3.0,1,1,15.0
CA,6,West,2021,1,13,2021Q1,1168.2,7.063219381606209,14.0,2.6390573296152584,7.141469101067987,1,True,1,-3.0,2017.0,1.0,-3.0,1,1,16.0
CA,6,West,2021,2,14,2021Q2,1326.5,7.190299173577794,14.0,2.6390573296152584,6.505988684152576,1,True,1,-3.0,2017.0,1.0,-3.0,1,1,17.0
CA,6,West,2021,3,15,2021Q3,1300.7,7.170657860069695,14.0,2.6390573296152584,6.140681627816708,1,True,1,-3.0,2017.0,1.0,-3.0,1,1,18.0
CA,6,West,2021,4,16,2021Q4,1361.5,7.216342312113814,14.0,2.6390573296152584,5.039255037718317,1,True,1,-3.0,2017.0,1.0,-3.0,1,1,19.0
CA,6,West,2022,1,17,2022Q1,1348.2,7.206525648419339,15.0,2.70805020110221,5.29819368432924,1,True,1,-3.0,2017.0,1.0,-3.0,1,1,20.0
CA,6,West,2022,2,18,2022Q2,1430.3,7.265639491460854,15.0,2.70805020110221,4.305996665656303,1,True,1,-3.0,2017.0,1.0,-3.0,1,1,21.0
CA,6,West,2022,3,19,2022Q3,1408.0,7.249925536717988,15.0,2.70805020110221,3.855945456456254,1,True,1,-3.0,2017.0,1.0,-3.0,1,1,22.0
CA,6,West,2022,4,20,2022Q4,1411.5,7.252408247693544,15.0,2.70805020110221,4.3675081397822755,1,True,1,-3.0,2017.0,1.0,-3.0,1,1,23.0
CA,6,West,2023,1,21,2023Q1,1404.9,7.2477214048576055,15.5,2.740840023925201,3.88896234879088,1,True,1,-3.0,2017.0,1.0,-3.0,1,1,24.0
CA,6,West,2023,2,22,2023Q2,1429.9,7.265359790738802,15.5,2.740840023925201,4.47102103685464,1,True,1,-3.0,2017.0,1.0,-3.0,1,1,25.0
CA,6,West,2023,3,23,2023Q3,1431.8,7.266687672962084,15.5,2.740840023925201,4.390461055951725,1,True,1,-3.0,2017.0,1.0,-3.0,1,1,26.0
CA,6,West,2023,4,24,2023Q4,1453.5,7.281729719998931,15.5,2.740840023925201,4.336685491481373,1,True,1,-3.0,2017.0,1.0,-3.0,1,1,27.0
CA,6,West,2024,1,25,2024Q1,1434.7,7.268711047104344,16.0,2.772588722239781,4.34062731994622,1,True,1,-3.0,2017.0,1.0,-3.0,1,1,28.0
CA,6,West,2024,2,26,2024Q2,1427.4,7.263609886536967,16.0,2.772588722239781,4.899969281995039,1,True,1,-3.0,2017.0,1.0,-3.0,1,1,29.0
CA,6,West,2024,3,27,2024Q3,1482.1,7.301215279962869,16.0,2.772588722239781,4.742128366907317,1,True,1,-3.0,2017.0,1.0,-3.0,1,1,30.0
CA,6,West,2024,4,28,2024Q4,1425.9,7.262558472288074,16.0,2.772588722239781,5.0109819750818,1,True,1,-3.0,2017.0,1.0,-3.0,1,1,31.0
CO,8,West,2018,1,1,2018Q1,232.5,5.448890225027411,10.2,2.322387720290225,3.772755801339575,1,True,1,1.0,2018.0,1.0,1.0,1,1,0.0
CO,8,West,2018,2,2,2018Q2,236.7,5.466793516519938,10.2,2.322387720290225,3.212402096456589,1,True,1,1.0,2018.0,1.0,1.0,1,1,1.0
CO,8,West,2018,3,3,2018Q3,231.3,5.443715569237393,10.2,2.322387720290225,3.56262939391026,1,True,1,1.0,2018.0,1.0,1.0,1,1,2.0
CO,8,West,2018,4,4,2018Q4,227.7,5.428028973069694,10.2,2.322387720290225,3.523528543716246,1,True,1,1.0,2018.0,1.0,1.0,1,1,3.0
CO,8,West,2019,1,5,2019Q1,240.5,5.482720089545816,11.1,2.4069451083182885,3.8802085587583592,1,True,1,1.0,2018.0,1.0,1.0,1,1,4.0
CO,8,West,2019,2,6,2019Q2,240.4,5.4823042026610525,11.1,2.4069451083182885,3.571433801416247,1,True,1,1.0,2018.0,1.0,1.0,1,1,5.0
CO,8,West,2019,3,7,2019Q3,244.7,5.5000329704486255,11.1,2.4069451083182885,2.841992375418649,1,True,1,1.0,2018.0,1.0,1.0,1,1,6.0
CO,8,West,2019,4,8,2019Q4,236.4,5.465525285531943,11.1,2.4069451083182885,2.873945673831239,1,True,1,1.0,2018.0,1.0,1.0,1,1,7.0
CO,8,West,2020,1,9,2020Q1,223.3,5.408516158846112,12.0,2.4849066497880004,3.6098037659683735,1,True,1,1.0,2018.0,1.0,1.0,1,1,8.0
CO,8,West,2020,2,10,2020Q2,142.3,4.957937505095806,12.0,2.4849066497880004,12.80942897107944,1,True,1,1.0,2018.0,1.0,1.0,1,1,9.0
CO,8,West,2020,3,11,2020Q3,193.4,5.264760583019194,12.0,2.4849066497880004,8.609807491697591,1,True,1,1.0,2018.0,1.0,1.0,1,1,10.0
CO,8,West,2020,4,12,2020Q4,189.8,5.245970886175828,12.0,2.4849066497880004,7.511112633002192,1,True,1,1.0,2018.0,1.0,1.0,1,1,11.0
CO,8,West,2021,1,13,2021Q1,177.8,5.180659323079804,12.32,2.511223958105374,6.0265603390137255,1,True,1,1.0,2018.0,1.0,1.0,1,1,12.0
CO,8,West,2021,2,14,2021Q2,203.0,5.313205979041787,12.32,2.511223958105374,5.895962877859955,1,True,1,1.0,2018.0,1.0,1.0,1,1,13.0
CO,8,West,2021,3,15,2021Q3,205.8,5.326904823399949,12.32,2.511223958105374,5.041493714853736,1,True,1,1.0,2018.0,1.0,1.0,1,1,14.0
CO,8,West,2021,4,16,2021Q4,212.3,5.35800036870921,12.32,2.511223958105374,4.050710561197515,1,True,1,1.0,2018.0,1.0,1.0,1,1,15.0
CO,8,West,2022,1,17,2022Q1,219.4,5.3908965478411295,12.56,2.5305171610400525,3.3607124124136716,1,True,1,1.0,2018.0,1.0,1.0,1,1,16.0
CO,8,West,2022,2,18,2022Q2,223.7,5.410305868496084,12.56,2.5305171610400525,3.482983951953756,1,True,1,1.0,2018.0,1.0,1.0,1,1,17.0
CO,8,West,2022,3,19,2022Q3,222.4,5.404477562376427,12.56,2.5305171610400525,3.0234456214445045,1,True,1,1.0,2018.0,1.0,1.0,1,1,18.0
CO,8,West,2022,4,20,2022Q4,229.3,5.435031189863859,12.56,2.5305171610400525,3.284247603783773,1,True,1,1.0,2018.0,1.0,1.0,1,1,19.0
CO,8,West,2023,1,21,2023Q1,222.6,5.4053764388414445,13.65,2.613739521630969,3.0096841214570444,1,True,1,1.0,2018.0,1.0,1.0,1,1,20.0
CO,8,West,2023,2,22,2023Q2,231.2,5.443283136798223,13.65,2.613739521630969,3.179855427621672,1,True,1,1.0,2018.0,1.0,1.0,1,1,21.0
CO,8,West,2023,3,23,2023Q3,224.8,5.415211118019536,13.65,2.613739521630969,4.049690755807829,1,True,1,1.0,2018.0,1.0,1.0,1,1,22.0
CO,8,West,2023,4,24,2023Q4,228.5,5.43153621033426,13.65,2.613739521630969,2.7951136280282514,1,True,1,1.0,2018.0,1.0,1.0,1,1,23.0
CO,8,West,2024,1,25,2024Q1,228.8,5.432848259505643,14.42,2.668616131856803,3.56117124291813,1,True,1,1.0,2018.0,1.0,1.0,1,1,24.0
CO,8,West,2024,2,26,2024Q2,226.1,5.420977379283924,14.42,2.668616131856803,3.17147842444888,1,True,1,1.0,2018.0,1.0,1.0,1,1,25.0
CO,8,West,2024,3,27,2024Q3,226.6,5.423186348593906,14.42,2.668616131856803,3.713713626068946,1,True,1,1.0,2018.0,1.0,1.0,1,1,26.0
